0	13	164.0
0	14	270.0
0	34	23.0
0	35	148.0
0	50	62.0
0	51	37.0
0	54	24.0
0	55	12.0
0	57	41.0
0	93	10.0
0	94	16.0
0	98	27.0
0	99	52.0
0	100	40.0
0	116	30.0
0	154	18.0
0	155	107.0
0	156	307.0
0	157	560.0
0	158	285.0
0	162	106.0
0	169	29.0
0	172	23.0
0	173	53.0
0	177	4.0
0	178	85.0
0	179	76.0
0	192	86.0
0	194	15.0
0	206	72.0
0	207	28.0
0	224	90.0
0	225	133.0
0	226	141.0
0	246	84.0
0	247	105.0
0	248	24.0
0	251	35.0
1	13	208.0
1	14	211.0
1	35	43.0
1	36	122.0
1	50	55.0
1	51	29.0
1	55	17.0
1	56	27.0
1	57	112.0
1	115	12.0
1	116	55.0
1	149	53.0
1	150	22.0
1	162	132.0
1	168	26.0
1	169	64.0
1	179	68.0
1	180	113.0
1	191	12.0
1	192	267.0
1	193	39.0
1	194	17.0
1	206	56.0
1	226	14.0
1	227	88.0
1	228	99.0
1	229	34.0
1	248	9.0
1	250	41.0
2	13	107.0
2	14	17.0
2	16	20.0
2	17	7.0
2	46	20.0
2	57	137.0
2	58	25.0
2	65	45.0
2	87	20.0
2	88	42.0
2	116	19.0
2	149	49.0
2	150	12.0
2	162	89.0
2	180	44.0
2	181	154.0
2	189	72.0
2	190	65.0
2	191	55.0
2	192	14.0
2	249	68.0
2	250	49.0
2	251	9.0
2	252	16.0
3	5	15.0
3	6	12.0
3	15	7.0
3	16	36.0
3	46	44.0
3	57	116.0
3	58	9.0
3	65	83.0
3	87	48.0
3	88	17.0
3	162	72.0
3	181	20.0
3	182	133.0
3	187	75.0
3	188	89.0
3	189	49.0
3	209	28.0
3	210	22.0
4	5	42.0
4	6	62.0
4	7	71.0
4	8	65.0
4	9	125.0
4	10	71.0
4	11	56.0
4	12	8.0
4	14	2.0
4	15	24.0
4	46	16.0
4	47	10.0
4	57	138.0
4	58	32.0
4	65	12.0
4	72	3.0
4	73	9.0
4	85	15.0
4	86	19.0
4	123	33.0
4	155	19.0
4	156	36.0
4	162	67.0
4	183	196.0
4	184	98.0
4	185	79.0
4	186	46.0
4	205	16.0
4	206	82.0
4	207	179.0
4	208	250.0
4	209	208.0
4	210	120.0
4	214	49.0
5	11	110.0
5	12	171.0
5	13	177.0
5	47	9.0
5	48	36.0
5	57	58.0
5	84	43.0
5	85	12.0
5	96	20.0
5	114	26.0
5	115	41.0
5	147	27.0
5	156	56.0
5	158	22.0
5	162	59.0
5	178	25.0
5	179	30.0
5	183	29.0
5	184	27.0
5	202	56.0
5	203	197.0
5	204	331.0
5	205	449.0
5	206	357.0
5	207	272.0
5	208	189.0
5	209	111.0
5	210	42.0
5	213	51.0
5	214	155.0
6	10	18.0
6	11	76.0
6	61	64.0
6	62	80.0
6	83	32.0
6	123	29.0
6	124	63.0
6	156	16.0
6	157	72.0
6	158	144.0
6	159	18.0
6	162	66.0
6	163	20.0
6	173	15.0
6	180	29.0
6	181	28.0
6	196	25.0
6	197	28.0
6	198	48.0
6	199	199.0
6	200	531.0
6	201	518.0
6	202	349.0
6	203	224.0
6	204	90.0
6	205	43.0
6	206	2.0
6	213	177.0
6	214	74.0
6	235	13.0
7	10	21.0
7	11	46.0
7	62	7.0
7	63	4.0
7	69	28.0
7	81	22.0
7	82	34.0
7	122	35.0
7	123	81.0
7	124	37.0
7	157	82.0
7	158	95.0
7	159	9.0
7	160	122.0
7	161	51.0
7	162	13.0
7	163	49.0
7	173	54.0
7	174	62.0
7	181	19.0
7	182	50.0
7	183	14.0
7	195	7.0
7	196	89.0
7	198	36.0
7	212	48.0
7	213	173.0
7	234	35.0
7	235	49.0
7	243	17.0
7	244	53.0
8	65	15.0
8	66	28.0
8	69	60.0
8	70	8.0
8	117	110.0
8	118	34.0
8	119	27.0
8	120	39.0
8	121	51.0
8	122	146.0
8	123	32.0
8	124	42.0
8	125	30.0
8	158	215.0
8	159	20.0
8	160	136.0
8	174	6.0
8	183	24.0
8	184	35.0
8	199	11.0
8	212	208.0
8	213	32.0
8	217	12.0
8	234	14.0
8	235	50.0
8	243	71.0
8	244	263.0
8	245	64.0
9	44	53.0
9	66	95.0
9	117	65.0
9	119	36.0
9	120	186.0
9	121	123.0
9	122	26.0
9	124	29.0
9	158	35.0
9	159	49.0
9	160	41.0
9	161	43.0
9	185	34.0
9	186	123.0
9	199	78.0
9	200	66.0
9	211	22.0
9	212	224.0
9	217	25.0
9	243	67.0
9	244	503.0
9	245	157.0
10	63	14.0
10	66	79.0
10	96	93.0
10	117	25.0
10	118	52.0
10	119	59.0
10	120	262.0
10	121	64.0
10	122	20.0
10	159	79.0
10	187	10.0
10	199	79.0
10	200	131.0
10	208	29.0
10	211	191.0
10	216	19.0
10	243	8.0
10	244	515.0
10	245	297.0
11	0	32.0
11	1	89.0
11	2	35.0
11	3	22.0
11	4	37.0
11	5	65.0
11	6	44.0
11	7	28.0
11	8	13.0
11	9	7.0
11	10	5.0
11	11	14.0
11	12	15.0
11	62	21.0
11	63	86.0
11	96	14.0
11	118	99.0
11	119	114.0
11	120	66.0
11	121	189.0
11	122	27.0
11	123	157.0
11	124	70.0
11	160	113.0
11	172	54.0
11	173	63.0
11	199	7.0
11	200	169.0
11	215	9.0
11	216	25.0
11	218	31.0
11	219	25.0
11	244	372.0
11	245	478.0
11	246	2.0
12	5	24.0
12	6	18.0
12	7	15.0
12	8	6.0
12	9	7.0
12	10	15.0
12	11	28.0
12	12	55.0
12	13	27.0
12	14	36.0
12	15	109.0
12	16	42.0
12	17	55.0
12	18	30.0
12	19	44.0
12	20	37.0
12	21	40.0
12	22	25.0
12	23	33.0
12	24	34.0
12	25	35.0
12	26	21.0
