0	31	26.0
0	68	21.0
0	69	18.0
0	106	13.0
0	115	105.0
0	154	36.0
0	183	15.0
0	194	71.0
0	215	33.0
0	216	12.0
0	226	11.0
0	227	28.0
0	228	17.0
0	229	13.0
1	32	6.0
1	68	42.0
1	108	8.0
1	109	44.0
1	110	20.0
1	111	65.0
1	115	33.0
1	154	29.0
1	155	8.0
1	183	13.0
1	215	51.0
1	222	17.0
1	223	21.0
1	240	74.0
2	32	34.0
2	107	10.0
2	111	17.0
2	154	111.0
2	155	49.0
2	183	32.0
2	221	13.0
2	222	25.0
2	238	10.0
2	240	58.0
2	241	27.0
3	33	5.0
3	184	34.0
3	185	37.0
3	219	8.0
3	220	19.0
3	237	30.0
3	238	23.0
3	239	30.0
3	240	36.0
4	33	10.0
4	83	17.0
4	213	29.0
4	214	75.0
4	217	22.0
4	218	14.0
4	236	9.0
4	239	70.0
4	240	8.0
5	44	19.0
5	45	22.0
5	213	32.0
5	214	214.0
5	216	16.0
5	217	22.0
5	236	40.0
5	239	56.0
6	44	17.0
6	45	59.0
6	100	33.0
6	101	23.0
6	102	37.0
6	198	16.0
6	213	15.0
6	214	57.0
6	215	20.0
6	229	12.0
6	230	16.0
6	236	71.0
7	96	2.0
7	97	19.0
7	98	17.0
7	169	65.0
7	198	18.0
7	228	9.0
7	229	137.0
7	230	14.0
7	235	17.0
8	51	6.0
8	52	10.0
8	169	49.0
8	198	22.0
8	205	51.0
8	206	9.0
8	229	20.0
9	198	43.0
9	199	22.0
9	205	20.0
9	206	47.0
9	207	57.0
9	208	50.0
10	55	15.0
11	55	18.0
11	56	10.0
12	159	20.0
12	161	27.0
13	140	19.0
13	160	9.0
13	161	46.0
14	140	38.0
14	160	12.0
14	236	10.0
14	237	76.0
14	238	15.0
15	140	27.0
15	160	144.0
15	236	9.0
15	237	36.0
16	78	56.0
16	140	39.0
17	77	17.0
17	78	142.0
17	79	91.0
17	140	45.0
17	141	51.0
17	212	29.0
18	78	86.0
18	79	16.0
18	141	27.0
18	203	29.0
18	212	56.0
18	213	12.0
19	33	70.0
19	34	133.0
19	35	24.0
19	36	118.0
19	37	32.0
20	33	23.0
20	43	23.0
20	44	20.0
21	41	18.0
23	117	61.0
23	118	58.0
23	119	31.0
24	117	34.0
25	117	13.0
26	143	12.0
27	15	32.0
27	16	147.0
28	7	45.0
28	8	71.0
28	16	24.0
29	7	12.0
29	16	17.0
29	17	35.0
29	18	9.0
29	119	30.0
29	120	82.0
29	128	25.0
30	18	21.0
30	19	29.0
30	20	61.0
30	21	14.0
30	119	39.0
30	128	27.0
31	118	23.0
31	119	15.0
31	128	6.0
32	128	171.0
32	129	75.0
32	130	51.0
32	225	55.0
32	226	61.0
33	55	13.0
33	225	17.0
33	226	21.0
34	55	8.0
34	104	21.0
35	53	4.0
35	54	42.0
35	105	19.0
35	197	21.0
36	54	11.0
36	106	18.0
36	197	18.0
37	78	28.0
37	197	37.0
38	138	34.0
38	152	31.0
38	172	9.0
38	173	66.0
38	174	55.0
38	175	46.0
38	192	20.0
38	193	11.0
38	197	28.0
38	227	47.0
38	228	44.0
39	137	33.0
39	138	36.0
39	152	23.0
39	172	39.0
39	173	56.0
39	174	31.0
39	175	31.0
39	194	11.0
